,ticket_number,issue_date,violation_location,license_plate_number,license_plate_state,license_plate_type,zipcode,violation_code,violation_description,unit,unit_description,vehicle_make,fine_level1_amount,fine_level2_amount,current_amount_due,total_payments,ticket_queue,ticket_queue_date,notice_level,hearing_disposition,notice_number,officer,address
328,51257413,2007-01-01 03:05:00,4708 N KENMORE,64dcae4c0e185d85d958405f85cd43c329e45a384e1a10b54959905b794673dc,IL,PAS,602022725,0964150B,PARKING/STANDING PROHIBITED ANYTIME,23,CPD,HOND,50,100,0.0,50.0,Paid,2007-02-20 00:00:00,DETR,,5079880410,6337,"4700 n kenmore, chicago, il"
329,51445418,2007-01-01 03:05:00,631 W MADISON,38e90dde7493083c8ab5a90576afb48c0ce2e7fc08369c95214ab4c63d7c68d5,IL,PAS,60616,0964060,3-7 AM SNOW ROUTE,1,CPD,VOLK,30,60,0.0,30.0,Paid,2007-03-02 00:00:00,VIOL,,5080723890,12426,"600 w madison, chicago, il"
330,51323285,2007-01-01 03:05:00,615 W MADISON,489253b50a008d247a69d83d19452229c6b75de506fa9e1ac468717de50904a6,IL,PAS,617017816,0964060,3-7 AM SNOW ROUTE,1,CPD,FORD,30,60,73.2,0.0,Notice,2007-01-10 00:00:00,FINL,,5079942340,7331,"600 w madison, chicago, il"
331,51539708,2007-01-01 03:05:00,2646 E 73RD STREERT,020824243845f6930e9adcef6976be2643c08ffbe2e12390dac04a8045e2588c,IL,TMP,60620,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,3,CPD,CHEV,50,100,100.0,0.0,Notice,2007-01-24 00:00:00,SEIZ,,5013613780,15772,"2600 e 73rd streert, chicago, il"
332,51214097,2007-01-01 03:05:00,2701 S AVERS,3e8e71e62568b848b334a2f8e2c02c2e77f9118c65c86b9b5e69beef47820abd,IL,PAS,60623,0964125,NO CITY STICKER OR IMPROPER DISPLAY,10,CPD,DODG,120,240,0.0,120.0,Paid,2007-01-23 00:00:00,VIOL,,5079802500,10314,"2700 s avers, chicago, il"
333,51321280,2007-01-01 03:05:00,647 S STATE,59770beb51552aa5e791c256e1bca473f99a0fb5a94798bc345999462117edb7,IL,PAS,604522706,0964060,3-7 AM SNOW ROUTE,1,CPD,BMW,30,60,0.0,30.0,Paid,2007-01-30 00:00:00,VIOL,,5079941180,12797,"600 s state, chicago, il"
334,51319972,2007-01-01 03:05:00,617 W MADISON,e34d7b5e63ed6bdc0e3ab0f382b0b6a782469635c80e7fd999f40f0510222f06,IL,PAS,600531173,0964060,3-7 AM SNOW ROUTE,1,CPD,NISS,30,60,0.0,30.0,Paid,2007-02-14 00:00:00,DETR,,5079940690,18441,"600 w madison, chicago, il"
335,51261137,2007-01-01 03:05:00,664 W GRACE,9f46c18be77b8005ca30b7e4e69a478e6cf4d305a95cfa1463e10fa3a2a81692,IL,PAS,606134146,0964150B,PARKING/STANDING PROHIBITED ANYTIME,23,CPD,JEEP,50,100,0.0,50.0,Paid,2007-01-20 00:00:00,VIOL,,5079881220,12147,"600 w grace, chicago, il"
336,51497984,2007-01-01 03:07:00,1409 N MILWAUKEE,56808f3d804588d2ddacf5591c923b907ff627e3578e09482d753e0324c2f771,IL,PAS,606454406,0964060,3-7 AM SNOW ROUTE,14,CPD,HOND,30,60,0.0,60.0,Paid,2007-10-18 00:00:00,FINL,,5080182880,15047,"1400 n milwaukee, chicago, il"
337,51323287,2007-01-01 03:07:00,621 W MADISON,7cbfbd16b0d91e33f6f29e2f82463249c0dbdda97634728a42825384431a3dd5,MI,PAS,,0964060,3-7 AM SNOW ROUTE,1,CPD,HOND,30,60,0.0,30.0,Paid,2007-01-18 00:00:00,,,0,7331,"600 w madison, chicago, il"
338,51321281,2007-01-01 03:07:00,635 S STATE,39a499e6a4321b85ea56fe4a6435e1fc0db08bbd101aa83387de19cf65b4f981,IL,PAS,,0964060,3-7 AM SNOW ROUTE,1,CPD,PONT,30,60,0.0,30.0,Paid,2007-01-30 00:00:00,,,0,12797,"600 s state, chicago, il"
339,51602652,2007-01-01 03:08:00,3352 S INDIANA,cde08cf3d46260c12a80defb70e1922f36785f473e497df84d1b5c9b318efb05,IL,PAS,60609,0964150B,PARKING/STANDING PROHIBITED ANYTIME,21,CPD,DODG,50,100,0.0,50.0,Paid,2007-02-20 00:00:00,VIOL,,5080094230,8153,"3300 s indiana, chicago, il"
340,51323288,2007-01-01 03:08:00,625 W MADISON,1105c9895db564d9022de6757b1f6cf25da03729adbccdd0504b3fbd9e998e7c,OH,PAS,44145,0964060,3-7 AM SNOW ROUTE,1,CPD,TOYT,30,60,0.0,30.0,Paid,2007-09-05 00:00:00,DETR,,5086186210,7331,"600 w madison, chicago, il"
341,51261138,2007-01-01 03:08:00,3735 N LAKE SHORE DR,2f8ceda726fd4ec6cef95a484f8b08c45afb38bcb1fb07bd9309116a9440f865,IL,PAS,60613,0964100A,WITHIN 15' OF FIRE HYDRANT,23,CPD,ACUR,100,200,0.0,200.0,Paid,2007-05-23 00:00:00,FINL,,5079881230,12147,"3700 n lake shore dr, chicago, il"
342,51220931,2007-01-01 03:09:00,1608 W FOSTER,aa1ab41b2022c332313f4676a68cea998badd1775dbe0791c26628a8fc6a4386,OH,PAS,44654,0964060,3-7 AM SNOW ROUTE,20,CPD,CHRY,30,60,0.0,30.0,Paid,2007-08-30 00:00:00,DETR,,5086185610,16443,"1600 w foster, chicago, il"
343,51321282,2007-01-01 03:09:00,635 S STATE,7d08aa4a66229304f1cc4671617b13000789a750d0397948b24d3c6afd439aa1,IL,PAS,62522,0964060,3-7 AM SNOW ROUTE,1,CPD,HYUN,30,60,0.0,30.0,Paid,2007-03-02 00:00:00,DETR,,5079941190,12797,"600 s state, chicago, il"
344,51581315,2007-01-01 03:09:00,158 W DIVISION,b325460f400d011c4c4206e50e35a7c1d4c4e61b51f00464fd4a653cdd31cf2f,IL,PAS,,0964060,3-7 AM SNOW ROUTE,18,CPD,TOYT,30,60,0.0,30.0,Paid,2007-01-24 00:00:00,,,0,19581,"100 w division, chicago, il"
345,51261139,2007-01-01 03:09:00,3733 N LAKE SHORE DR,3c68597e36a4aef3e907bccb565edf02fea98162537f8e5e7512656789c63b8d,IL,PAS,606224817,0964100A,WITHIN 15' OF FIRE HYDRANT,23,CPD,DODG,100,200,0.0,100.0,Paid,2007-02-09 00:00:00,DETR,Liable,5079881240,12147,"3700 n lake shore dr, chicago, il"
346,51321283,2007-01-01 03:10:00,631 S STATE,df984900bb5272be843068bd6120488fb0d3b2d93d68541dad2d6d8323284a72,IL,PAS,60645,0964060,3-7 AM SNOW ROUTE,1,CPD,TOYT,30,60,0.0,30.0,Paid,2007-03-15 00:00:00,VIOL,,5081074430,12797,"600 s state, chicago, il"
347,51575659,2007-01-01 03:10:00,7753 N SHERIDAN,b8ea28b2a2c3dc616b73bc2f695857bad658d0b5882b85028320db3be4806b45,IL,PAS,604464019,0964150B,PARKING/STANDING PROHIBITED ANYTIME,24,CPD,NISS,50,100,0.0,100.0,Paid,2007-11-16 00:00:00,SEIZ,,5067538240,8846,"7700 n sheridan, chicago, il"
348,51261135,2007-01-01 03:10:00,401 W GRACE,7c887fccf1e5b3ace768e95fc57f2c488438446de1ac732abe2f9beddd89cc4b,OH,PAS,,0964100A,WITHIN 15' OF FIRE HYDRANT,23,CPD,NISS,100,200,0.0,100.0,Paid,2007-01-06 00:00:00,,,0,12147,"400 w grace, chicago, il"
349,51581316,2007-01-01 03:10:00,230 W DIVISION,497bdf2616d874e10bbf01c1ade43c3eff1a8ea4fefa1e0846a1f1cd41d6afdb,IL,PAS,60626,0964060,3-7 AM SNOW ROUTE,18,CPD,CHRY,30,60,73.2,0.0,Notice,2007-01-31 00:00:00,SEIZ,,5080366160,19581,"200 w division, chicago, il"
350,51491615,2007-01-01 03:10:00,2128 N SHEFFIELD,ec98d52eae8a2a57c3c9f35673e84ea6e515915af0ecbb2b662e9a8946d1c1cc,OH,PAS,43017,0964100A,WITHIN 15' OF FIRE HYDRANT,18,CPD,CHRY,100,200,0.0,100.0,Paid,2007-09-06 00:00:00,DETR,,5086186530,13324,"2100 n sheffield, chicago, il"
351,51240391,2007-01-01 03:11:00,3350 N MONTICELLO,a070cfffa00b88463728661ef3ff7f116f1d9e8dff4905b25f5e8b0767ad3d7c,IL,PAS,606345014,0976160A,REAR AND FRONT PLATE REQUIRED,17,CPD,NISS,50,100,122.0,0.0,Notice,2007-01-10 00:00:00,FINL,,5079936960,6855,"3300 n monticello, chicago, il"
352,51321284,2007-01-01 03:11:00,325 S STATE,8d45252659380a91eb8cc9f111330f849aff9819b6df6d7ba6abdb5fc9e08662,IL,PAS,60106,0964060,3-7 AM SNOW ROUTE,1,CPD,CHEV,30,60,73.2,0.0,Notice,2007-01-08 00:00:00,FINL,,5081700480,12797,"300 s state, chicago, il"
353,51351530,2007-01-01 03:12:00,1408 W 79TH ST,167461deaef1670ebd8f1f37e2a91065e7cc6c4ec74100b8294bd4ae090fdb85,IL,PAS,604402272,0964060,3-7 AM SNOW ROUTE,6,CPD,CHEV,30,60,73.2,0.0,Notice,2007-01-31 00:00:00,SEIZ,,5014296530,13430,"1400 w 79th st, chicago, il"
354,51321285,2007-01-01 03:12:00,5615 S STATE,eec7ecc35839bc3060f4380d4a449be82a90cdcbebf345483db1b0288062acf3,IL,PAS,60612,0964060,3-7 AM SNOW ROUTE,1,CPD,BMW,30,60,0.0,30.0,Paid,2007-02-01 00:00:00,VIOL,,5078982710,12797,"5600 s state, chicago, il"
355,51287958,2007-01-01 03:12:00,4906 S WOLCOTT,fb5ef3a13764a0fe79a32720630005cf9dba4def75d21f0ac4b7df70654a536a,IL,PAS,606094850,0964110G,PARK OR STAND IN VIADUCT/UNDERPASS,9,CPD,NISS,75,150,0.0,75.0,Paid,2007-01-29 00:00:00,VIOL,,5079882950,18350,"4900 s wolcott, chicago, il"
356,51240392,2007-01-01 03:13:00,3339 N MONTICELLO,3927c5fd1e81eba2f9b34d09c93d228fd9f89d88cbe843b58b588ab49913917c,IL,PAS,60194,0976160A,REAR AND FRONT PLATE REQUIRED,17,CPD,PONT,50,100,0.0,100.0,Paid,2007-12-03 00:00:00,SEIZ,,5079936970,6855,"3300 n monticello, chicago, il"
357,51578836,2007-01-01 03:13:00,1638 W THOME,377d5b0e4f5d2dbf5b4036a15e67794cf15740a85f0b076eb2d7e9c3c738692b,IL,PAS,60629,0964150B,PARKING/STANDING PROHIBITED ANYTIME,24,CPD,NISS,50,100,0.0,50.0,Paid,2007-01-28 00:00:00,VIOL,,5079981520,11844,"1600 w thome, chicago, il"
358,51389747,2007-01-01 03:15:00,2540 N LINCOLN,28e2ee0ad1b7e79164d232bc86b596a2380beea56165d23517e3d3b36a380840,IL,PAS,606324335,0964110A,DOUBLE PARKING OR STANDING,19,CPD,FORD,100,200,0.0,200.0,Paid,2007-03-22 00:00:00,FINL,,5079947130,18696,"2500 n lincoln, chicago, il"
359,51536315,2007-01-01 03:15:00,3328 N MONTICELLO,6d235e825f671d4da0652a4a13d725468acbcb85df3adac48e0428add8eb9853,IL,PAS,606391226,0976160A,REAR AND FRONT PLATE REQUIRED,17,CPD,MERC,50,100,0.0,50.0,Paid,2007-03-23 00:00:00,DETR,Liable,5079955360,14161,"3300 n monticello, chicago, il"
360,51320929,2007-01-01 03:15:00,711 S STATE,aecc85094bc0f476ffdedaadcc80192fc58e2d58f346861e32b4a3ffdba24164,IL,TMP,60148,0964060,3-7 AM SNOW ROUTE,1,CPD,BUIC,30,60,73.2,0.0,Notice,2007-01-10 00:00:00,FINL,,5079941020,8825,"700 s state, chicago, il"
361,51536314,2007-01-01 03:15:00,3328 N MONTICELLO,6d235e825f671d4da0652a4a13d725468acbcb85df3adac48e0428add8eb9853,IL,PAS,606391226,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,17,CPD,MERC,50,100,0.0,0.0,Dismissed,2007-02-27 00:00:00,VIOL,Not Liable,5079955360,14161,"3300 n monticello, chicago, il"
362,51389748,2007-01-01 03:16:00,2529 N HALSTED,c1268225dd7bbd168a915510cff2035315c0d8f2155a6d3719ebd609f672db9d,MI,PAS,48336,0964150B,PARKING/STANDING PROHIBITED ANYTIME,19,CPD,GMC,50,100,0.0,100.0,Paid,2007-08-24 00:00:00,SEIZ,,5080535340,18696,"2500 n halsted, chicago, il"
363,51220933,2007-01-01 03:19:00,1940 W FOSTER,4588d5ed586171b839b855ab22148b0b99d74454659738c3f7ad23bf28d6830e,IL,PAS,602025341,0964060,3-7 AM SNOW ROUTE,20,CPD,TOYT,30,60,0.0,30.0,Paid,2007-01-11 00:00:00,,,0,16443,"1900 w foster, chicago, il"
364,51320931,2007-01-01 03:20:00,808 S STATE,d6f749a4e1236235f9c25b8bd11322b42f496aeede61fe8bbd17a3527d61039d,IL,PAS,606202649,0964110C,PARK OR STAND ON CROSSWALK,1,CPD,DODG,50,100,0.0,0.0,Dismissed,2007-02-01 00:00:00,VIOL,Not Liable,5079941040,8825,"800 s state, chicago, il"
365,51581317,2007-01-01 03:20:00,220 W DIVISION,844d75e30d17fe2f4c01932b81fe5ff846b1848ced9340d90748667eecd49952,IL,TRK,,0964060,3-7 AM SNOW ROUTE,18,CPD,FORD,30,60,30.0,0.0,Define,2007-01-24 00:00:00,,,0,19581,"200 w division, chicago, il"
366,51240393,2007-01-01 03:20:00,3644 W ROSCOE,707ccffe216b45a154159d4d5240e7b1bdfb6728b709ffffd61c47d7dd73aa30,IL,TRK,606185311,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",17,CPD,FORD,25,50,0.0,0.0,Dismissed,2007-01-20 00:00:00,,Not Liable,5079840890,6855,"3600 w roscoe, chicago, il"
367,51321286,2007-01-01 03:20:00,952 S STATE,f82eb0f177762ee63e924c08a0a89bb648147948d4d1f47d3fec879126d029ee,IL,PAS,609013222,0964060,3-7 AM SNOW ROUTE,1,CPD,PONT,30,60,0.0,30.0,Paid,2007-01-18 00:00:00,VIOL,,5079941200,12797,"900 s state, chicago, il"
368,51497466,2007-01-01 03:21:00,1610 N MILWAUKEE,22d441f4a54f42df1216be72481f43c9c70433b25df973fbc2231a5be2571a7d,IN,PAS,46368,0964060,3-7 AM SNOW ROUTE,14,CPD,DODG,30,60,73.2,0.0,Notice,2007-09-05 00:00:00,FINL,,5087444110,19336,"1600 n milwaukee, chicago, il"
369,50932374,2007-01-01 03:22:00,2159 S ARCHER,ae7ef5d80b83edfd03edb1090e351d62ae187d3e92208d9259df7ed9aed58a74,IL,PAS,606086220,0964060,3-7 AM SNOW ROUTE,21,CPD,AUDI,30,60,0.0,30.0,Paid,2007-01-25 00:00:00,DETR,Liable,5079876090,13740,"2100 s archer, chicago, il"
370,51437996,2007-01-01 03:22:00,341 E UPPER RANDOLPH,d779a4bbe954a96639c1b1df44a73543be6a26fc3f69260be6e0af5704285feb,IL,PAS,603021528,0964080B,NO STANDING/PARKING TIME RESTRICTED,495,Miscellaneous,CADI,50,100,0.0,50.0,Paid,2007-01-25 00:00:00,VIOL,,5080124440,371,"300 e upper randolph, chicago, il"
371,51536316,2007-01-01 03:22:00,39643 W ROSCOE,0f1aa4137e21117ded27b6284b6d225e056b7d3539cc363453e13a6c154effc9,IL,PAS,606185326,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,17,CPD,FORD,50,100,0.0,100.0,Paid,2007-07-03 00:00:00,SEIZ,,5069042090,14161,"39600 w roscoe, chicago, il"
372,51220934,2007-01-01 03:22:00,1954 W FOSTER,b75ad51bdd7f7b6bcb1d895d57750714118d85a13357ec5211a5ed7a83cbf030,IL,PAS,600563938,0964060,3-7 AM SNOW ROUTE,20,CPD,BMW,30,60,0.0,30.0,Paid,2007-01-11 00:00:00,,,5079878380,16443,"1900 w foster, chicago, il"
373,51220935,2007-01-01 03:23:00,1956 W FOSTER,50bae69482aae11460d2ca57656f039cb08babefe85be397a9173fff28a2943a,IL,PAS,600905594,0964060,3-7 AM SNOW ROUTE,20,CPD,VOLK,30,60,0.0,30.0,Paid,2007-01-17 00:00:00,,,0,16443,"1900 w foster, chicago, il"
374,51603007,2007-01-01 03:24:00,2159 S ARCHER,6d17c19e884f946e14e901bcbf103f5137b87056a80f689d9ce7740af0dd7097,IL,PAS,606162240,0964060,3-7 AM SNOW ROUTE,21,CPD,LEXU,30,60,0.0,30.0,Paid,2007-02-16 00:00:00,DETR,,5079895980,17664,"2100 s archer, chicago, il"
375,51320932,2007-01-01 03:24:00,824 S STATE,6848f21d7a32c0419c5cf7a5bd84fe09b5bbe67211e3a5201502482bbbe7b53d,IL,PAS,,0964060,3-7 AM SNOW ROUTE,1,CPD,HYUN,30,60,0.0,30.0,Paid,2007-01-08 00:00:00,,,0,8825,"800 s state, chicago, il"
376,51321287,2007-01-01 03:24:00,930 S STATE,c9110918bb37bdf750cb7d7f605d5bb87b2e03de817e7e7279e5bdc07b7be750,IL,PAS,601533103,0964060,3-7 AM SNOW ROUTE,1,CPD,PONT,30,60,0.0,30.0,Paid,2007-01-11 00:00:00,,,5079941210,12797,"900 s state, chicago, il"
377,51536317,2007-01-01 03:24:00,3346 N MONTICELLO,e57e42e491fbe138c32627537c0fd3bb2aa2dfddd2dbbe1f76962fbfd732f2fb,IL,PAS,606185738,0964130,PARK OR BLOCK ALLEY,17,CPD,INFI,150,250,0.0,0.0,Dismissed,2007-03-01 00:00:00,VIOL,Not Liable,5079955370,14161,"3300 n monticello, chicago, il"
378,51536318,2007-01-01 03:24:00,3346 N MONTICELLO,e57e42e491fbe138c32627537c0fd3bb2aa2dfddd2dbbe1f76962fbfd732f2fb,IL,PAS,606185738,0976160A,REAR AND FRONT PLATE REQUIRED,17,CPD,INFI,50,100,0.0,100.0,Paid,2007-04-10 00:00:00,FINL,Liable,5079955370,14161,"3300 n monticello, chicago, il"
379,51320933,2007-01-01 03:25:00,824 S STATE ST,6848f21d7a32c0419c5cf7a5bd84fe09b5bbe67211e3a5201502482bbbe7b53d,IL,PAS,60666,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,1,CPD,HYUN,50,100,0.0,50.0,Paid,2010-11-23 00:00:00,DETR,,5079940890,8825,"800 s state st, chicago, il"
380,51321288,2007-01-01 03:25:00,920 S STATE,6c3a235b2b7196dca2d5dd64f3a8d0485384702ce17da06496ab43f38586d153,IL,PAS,,0964060,3-7 AM SNOW ROUTE,1,CPD,FORD,30,60,0.0,30.0,Paid,2007-01-09 00:00:00,,,0,12797,"900 s state, chicago, il"
381,51437947,2007-01-01 03:25:00,325 E RANDOLPH,452801e1e77fc832a62a27036438db46f7105d810bdd824b32ce15664a5c4453,IL,PAS,617569583,0964080B,NO STANDING/PARKING TIME RESTRICTED,495,Miscellaneous,DODG,50,100,0.0,122.0,Paid,2010-02-24 00:00:00,FINL,,5080124410,344,"300 e randolph, chicago, il"
382,51348071,2007-01-01 03:25:00,110 E 79TH STREET,c1a3b8104c74bbbde19360edebce4c63518ce693420a946faf88beead0a91ab1,IL,PAS,606174144,0964100D,DISABLED CURB CUT,6,CPD,BUIC,75,150,0.0,75.0,Paid,2007-02-27 00:00:00,DETR,,5023869770,9700,"100 e 79th street, chicago, il"
383,51220936,2007-01-01 03:26:00,1965 W FOSTER,acece0c1912a86f5a10f43c806e5de1b79a64e720ecd584b46bc48c1e78c56e3,IL,PAS,606264712,0964060,3-7 AM SNOW ROUTE,20,CPD,VOLK,30,60,0.0,30.0,Paid,2007-02-26 00:00:00,DETR,Liable,5079583560,16442,"1900 w foster, chicago, il"
384,50932375,2007-01-01 03:26:00,2155 S ARCHER,bd3c3f1b2df232a4b0249235315077dcc338e9ceca59a2cd577f6e733b19b944,IL,PAS,606085607,0964060,3-7 AM SNOW ROUTE,21,CPD,HOND,30,60,0.0,30.0,Paid,2007-01-23 00:00:00,VIOL,,5079876100,13740,"2100 s archer, chicago, il"
385,51321289,2007-01-01 03:27:00,910 S STATE,58649f4010bcf317292e4b7285d58ec2a6c8e4847c5acc39b87d29215ee611f6,IL,PAS,600682830,0964060,3-7 AM SNOW ROUTE,1,CPD,HOND,30,60,0.0,30.0,Paid,2007-01-30 00:00:00,VIOL,,5079941220,12797,"900 s state, chicago, il"
386,51160622,2007-01-01 03:30:00,337 E RANDOLPH,ea0ce55c4c082551fa1e34f9ab4c9ff1e3a4c12aa1e0cf2bbd6f9438889f10d5,IL,PAS,60620,0964080B,NO STANDING/PARKING TIME RESTRICTED,495,Miscellaneous,CHEV,50,100,122.0,0.0,Notice,2007-01-17 00:00:00,SEIZ,,5079907230,335,"300 e randolph, chicago, il"
387,51603008,2007-01-01 03:30:00,2155 S ARCHER,0f089052432ef84ef11ffab53111fa72b0169251a9bb11c4f8f19ebab4424e73,IL,PAS,60609,0964060,3-7 AM SNOW ROUTE,21,CPD,ACUR,30,60,0.0,30.0,Paid,2007-02-02 00:00:00,VIOL,,5079895990,17664,"2100 s archer, chicago, il"
388,51320934,2007-01-01 03:30:00,902 S STATE,954348db04c70e3e2bf9f5ea6181dfb7f1ae05291e5c1b97b7f88c617834a68c,IL,PAS,60164,0964060,3-7 AM SNOW ROUTE,1,CPD,TOYT,30,60,73.2,0.0,Notice,2007-09-07 00:00:00,FINL,Liable,5086108110,8825,"900 s state, chicago, il"
389,51240922,2007-01-01 03:30:00,4039 N KEDZIE,bccba3529c832d9b774128dacdbb437a2a5a1ee8bc3ed5656d0cbbe2b09e893d,IL,PAS,60561,0964060,3-7 AM SNOW ROUTE,17,CPD,HYUN,30,60,0.0,30.0,Paid,2007-01-10 00:00:00,,,0,7951,"4000 n kedzie, chicago, il"
390,51313704,2007-01-01 03:30:00,5400 S WOODLAWN,036f6c2152908d3c7d463b4cf87c6edd491c7aa42b301d53ad4e925f43436d57,IL,PAS,60653,0964130,PARK OR BLOCK ALLEY,21,CPD,TOYT,150,250,0.0,150.0,Paid,2007-01-23 00:00:00,,,0,19495,"5400 s woodlawn, chicago, il"
391,51321292,2007-01-01 03:32:00,1009 S STATE,ff0b17d520638cddcfccd31f206f0145a6f209f460ab038965fa72611798f976,IL,PAS,605611791,0964060,3-7 AM SNOW ROUTE,1,CPD,HOND,30,60,0.0,30.0,Paid,2007-01-16 00:00:00,VIOL,,5079941230,12797,"1000 s state, chicago, il"
392,51160623,2007-01-01 03:33:00,337 E RANDOLPH,ea0ce55c4c082551fa1e34f9ab4c9ff1e3a4c12aa1e0cf2bbd6f9438889f10d5,IL,PAS,60620,0976160A,REAR AND FRONT PLATE REQUIRED,495,Miscellaneous,CHEV,50,100,122.0,0.0,Notice,2007-01-17 00:00:00,SEIZ,,5079907230,335,"300 e randolph, chicago, il"
393,51320935,2007-01-01 03:33:00,1010 S STATE,2a816d777f303e8407834a45d13f9303565c361cd686f61275efc670c060b4ca,IL,TRK,,0964060,3-7 AM SNOW ROUTE,1,CPD,FORD,30,60,0.0,30.0,Paid,2007-01-08 00:00:00,,,0,8825,"1000 s state, chicago, il"
394,51491616,2007-01-01 03:34:00,1901 N LINCOLN AVENUE,3c9cf2a24bc0680ca32c52b3764b3dfe319383953f84a82ebb792bf584850a95,IL,TXI,60659,0964020B,OBSTRUCT ROADWAY,18,CPD,FORD,75,150,0.0,75.0,Paid,2007-02-15 00:00:00,VIOL,,5080149600,13324,"1900 n lincoln avenue, chicago, il"
395,51220939,2007-01-01 03:34:00,2042 W FOSTER,60b75e47ad4c19c7fb10e05e6c7687dbaefd93d384b4da6928449c302123da86,IL,PAS,606255416,0964060,3-7 AM SNOW ROUTE,20,CPD,MAZD,30,60,73.2,0.0,Notice,2007-01-10 00:00:00,SEIZ,,5079878390,16443,"2000 w foster, chicago, il"
396,51603009,2007-01-01 03:35:00,2153 S ARCHER,c164447c90a58b4cd7bd74423e3810d209c0cbda9637a6b20f6f4f431bf66630,IL,PAS,604359321,0964060,3-7 AM SNOW ROUTE,21,CPD,NISS,30,60,0.0,30.0,Paid,2007-01-17 00:00:00,VIOL,,5079896000,17664,"2100 s archer, chicago, il"
397,51220938,2007-01-01 03:35:00,2016 W FOSTER,ef9d6a64dbb872396993158fafa5fb17291470fbe9579cc1f770ac208bb3c8ce,MI,PAS,49307,0964060,3-7 AM SNOW ROUTE,20,CPD,DODG,30,60,0.0,60.0,Paid,2007-08-08 00:00:00,FINL,,5080546620,16443,"2000 w foster, chicago, il"
398,51321291,2007-01-01 03:35:00,1007 S STATE,dc5d210b453b01b55d60a8021cb118f8aad0294489ded3d091d27562a6d47add,IL,PAS,,0964110C,PARK OR STAND ON CROSSWALK,1,CPD,TOYT,50,100,20.0,30.0,Define,2007-01-08 00:00:00,,,0,12797,"1000 s state, chicago, il"
399,51603010,2007-01-01 03:37:00,2151 S ARCHER,cfa3e0c580f51cc804c6d76f477cd5beba8f9817961207777cb49ade52b0b6f2,IL,PAS,601631343,0964060,3-7 AM SNOW ROUTE,21,CPD,TOYT,30,60,0.0,30.0,Paid,2007-03-19 00:00:00,VIOL,,5028635560,17664,"2100 s archer, chicago, il"
400,51220940,2007-01-01 03:39:00,2108 W FOSTER,e29ddb36b3c327a09c1f8ea09151ee4d420b4dca4ee0a959e0680c6c61563d12,IL,PAS,,0964060,3-7 AM SNOW ROUTE,20,CPD,ISU,30,60,0.0,30.0,Paid,2007-01-04 00:00:00,,,0,16443,"2100 w foster, chicago, il"
401,51259838,2007-01-01 03:39:00,555 W SURF,23a873afd07c81b80b561478ffda68285646b7459625c17ded14192ace0f8a7b,IL,PAS,606575655,0964150B,PARKING/STANDING PROHIBITED ANYTIME,23,CPD,HOND,50,100,0.0,50.0,Paid,2007-12-05 00:00:00,DETR,,5075957510,19781,"500 w surf, chicago, il"
402,51321293,2007-01-01 03:39:00,1005 S STATE,3cb8799f33982f6b203264e98b7deeb340396b9ee9a2f95475fc07622b65ad4a,CA,PAS,60613,0964060,3-7 AM SNOW ROUTE,1,CPD,MERC,30,60,0.0,30.0,Paid,2008-03-06 00:00:00,VIOL,,5093148970,12797,"1000 s state, chicago, il"
403,51287959,2007-01-01 03:40:00,4904 S WOLCOTT,52d4e3365f4f6a20eba6053667fa02538d229d9696c936ccd0cc15017e674d9b,IL,PAS,60609,0964110G,PARK OR STAND IN VIADUCT/UNDERPASS,9,CPD,PLYM,75,150,0.0,150.0,Paid,2015-03-18 00:00:00,SEIZ,,5107434500,18350,"4900 s wolcott, chicago, il"
404,51531605,2007-01-01 03:40:00,4054 N KEDZIE,0e5c16ee121c6caf70924c4d60fb9dad7c7ab6cd16dcf6984a004f62243dc330,IL,PAS,601101455,0964060,3-7 AM SNOW ROUTE,17,CPD,KIA,30,60,0.0,30.0,Paid,2007-01-30 00:00:00,VIOL,,5079953050,19924,"4000 n kedzie, chicago, il"
405,51321294,2007-01-01 03:41:00,1131 S STATE,d00e0306473474cac2ee635d357cc5fa290627be3c43b520d7719a9ace4678de,IL,PAS,,0964060,3-7 AM SNOW ROUTE,1,CPD,OLDS,30,60,30.0,0.0,Define,2007-01-08 00:00:00,,,0,12797,"1100 s state, chicago, il"
406,51220941,2007-01-01 03:41:00,2110 W FOSTER,08c2352d6345105d4be8d37c3a02b4f769d193f4f6beca34862a3e7881dd488d,IL,PAS,61866,0964060,3-7 AM SNOW ROUTE,20,CPD,HOND,30,60,30.0,0.0,Define,2007-01-04 00:00:00,,,0,16443,"2100 w foster, chicago, il"
407,51240923,2007-01-01 03:42:00,4109 N KEDZIE,601b0335c8545e0d31fe2221304c322e2d6b9d9dad5bfc5b70bbfdaff3fe36e0,IL,PAS,,0964060,3-7 AM SNOW ROUTE,17,CPD,FORD,30,60,0.0,30.0,Paid,2007-01-08 00:00:00,,,0,4951,"4100 n kedzie, chicago, il"
